OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,,,
SO - 000754,02-02-2017,12-02-2017,38,Wholesale,GBP,AXW291,69,11,7,"1,078.70",442.27,"7,550.90",,,
SO - 0002307,02-02-2017,11-02-2017,17,Export,GBP,AXW291,89,5,11,167.50,78.73,"1,842.50",,,
SO - 0004232,02-02-2017,10-02-2017,7,Distributor,NZD,AXW291,38,1,7,"1,078.70",647.22,"7,550.90",,,
SO - 0004355,02-02-2017,11-02-2017,11,Distributor,USD,AXW291,31,2,12,670.00,408.70,"8,040.00",,,
SO - 0004548,02-02-2017,14-02-2017,33,Export,USD,AXW291,30,7,6,"6,277.90","4,143.41","37,667.40",,,
SO - 0004604,02-02-2017,14-02-2017,21,Wholesale,NZD,AXW291,16,9,5,"1,078.70",776.66,"5,393.50",,,
SO - 0006403,02-02-2017,11-02-2017,6,Distributor,NZD,AXW291,53,10,5,"1,333.30",986.64,"6,666.50",,,
SO - 0007042,02-02-2017,05-02-2017,5,Distributor,NZD,AXW291,23,1,12,"1,996.60","1,677.14","23,959.20",,,
SO - 0007067,02-02-2017,14-02-2017,11,Wholesale,NZD,AXW291,59,1,11,"2,592.90","1,192.73","28,521.90",,,
SO - 0007654,02-02-2017,09-02-2017,5,Distributor,USD,AXW291,37,13,11,"2,606.30","1,668.03","28,669.30",,,
SO - 0007986,02-02-2017,16-02-2017,18,Distributor,NZD,AXW291,88,9,7,"1,132.30",532.18,"7,926.10",,,
SO - 000259,03-02-2017,13-02-2017,22,Wholesale,AUD,AXW291,48,9,11,"2,231.10","1,784.88","24,542.10",,,
SO - 0001007,03-02-2017,14-02-2017,29,Distributor,AUD,AXW291,20,7,8,"1,922.90",865.31,"15,383.20",,,
SO - 0001237,03-02-2017,16-02-2017,18,Wholesale,USD,AXW291,69,11,11,"5,628.00","4,108.44","61,908.00",,,
SO - 0002670,03-02-2017,12-02-2017,46,Wholesale,EUR,AXW291,75,7,12,"3,959.70","2,811.39","47,516.40",,,
SO - 0002953,03-02-2017,06-02-2017,39,Distributor,EUR,AXW291,62,7,5,"1,025.10",697.07,"5,125.50",,,
SO - 0004408,03-02-2017,15-02-2017,44,Distributor,NZD,AXW291,79,5,7,"1,145.70",836.36,"8,019.90",,,
SO - 000784,04-02-2017,18-02-2017,35,Export,NZD,AXW291,17,7,11,194.30,110.75,"2,137.30",,,
SO - 0002691,04-02-2017,07-02-2017,1,Distributor,GBP,AXW291,81,7,7,"1,031.80",588.13,"7,222.60",,,
SO - 0004754,04-02-2017,10-02-2017,33,Wholesale,NZD,AXW291,21,12,8,"6,304.70","5,106.81","50,437.60",,,
SO - 0005111,04-02-2017,07-02-2017,47,Export,AUD,AXW291,96,1,6,"5,862.50","2,872.63","35,175.00",,,
SO - 0005435,04-02-2017,20-02-2017,46,Wholesale,AUD,AXW291,7,11,5,"3,370.10","2,527.58","16,850.50",,,
SO - 0005542,04-02-2017,09-02-2017,7,Distributor,USD,AXW291,7,7,8,"1,045.20",710.74,"8,361.60",,,
SO - 0005697,04-02-2017,09-02-2017,43,Distributor,GBP,AXW291,80,13,10,"1,983.20","1,189.92","19,832.00",,,
SO - 0007647,04-02-2017,19-02-2017,29,Wholesale,USD,AXW291,38,1,8,984.90,827.32,"7,879.20",,,
SO - 0007882,04-02-2017,14-02-2017,43,Distributor,NZD,AXW291,47,5,6,931.30,791.61,"5,587.80",,,
SO - 0001838,05-02-2017,11-02-2017,30,Wholesale,NZD,AXW291,12,12,10,"2,566.10","1,950.24","25,661.00",,,
SO - 0002093,05-02-2017,15-02-2017,24,Export,NZD,AXW291,12,2,9,"6,391.80","3,323.74","57,526.20",,,
SO - 0004159,05-02-2017,19-02-2017,3,Wholesale,GBP,AXW291,18,2,6,194.30,97.15,"1,165.80",,,
SO - 0004551,05-02-2017,18-02-2017,42,Wholesale,NZD,AXW291,5,1,9,"1,775.50","1,154.08","15,979.50",,,
SO - 0005551,05-02-2017,14-02-2017,22,Distributor,USD,AXW291,72,14,8,"2,499.10","1,774.36","19,992.80",,,
SO - 0006056,05-02-2017,17-02-2017,4,Wholesale,NZD,AXW291,54,5,10,"3,075.30","1,722.17","30,753.00",,,
SO - 0007390,05-02-2017,22-02-2017,4,Wholesale,AUD,AXW291,57,5,9,"3,939.60","2,718.32","35,456.40",,,
SO - 0001213,06-02-2017,14-02-2017,23,Distributor,AUD,AXW291,22,11,12,"2,659.90","2,154.52","31,918.80",,,
SO - 0002848,06-02-2017,15-02-2017,22,Wholesale,AUD,AXW291,47,11,5,"5,078.60","3,351.88","25,393.00",,,
SO - 0004421,06-02-2017,24-02-2017,13,Distributor,USD,AXW291,75,1,7,227.80,113.90,"1,594.60",,,
SO - 0006310,06-02-2017,13-02-2017,21,Wholesale,USD,AXW291,76,2,7,"2,546.00","1,196.62","17,822.00",,,
SO - 0006805,06-02-2017,17-02-2017,48,Export,NZD,AXW291,40,7,11,"2,385.20","1,765.05","26,237.20",,,
SO - 0001971,07-02-2017,19-02-2017,26,Distributor,EUR,AXW291,91,2,10,"3,155.70","1,262.28","31,557.00",,,
SO - 0004473,07-02-2017,24-02-2017,5,Export,NZD,AXW291,75,12,10,234.50,171.19,"2,345.00",,,
SO - 0005011,07-02-2017,25-02-2017,17,Wholesale,NZD,AXW291,9,14,10,"1,005.00",592.95,"10,050.00",,,
SO - 0007907,07-02-2017,10-02-2017,33,Distributor,USD,AXW291,64,1,11,"3,289.70","2,204.10","36,186.70",,,
SO - 000646,08-02-2017,14-02-2017,36,Distributor,USD,AXW291,72,5,11,"1,902.80","1,084.60","20,930.80",,,
SO - 0001557,08-02-2017,13-02-2017,15,Distributor,NZD,AXW291,2,11,8,670.00,475.70,"5,360.00",,,
SO - 0002749,08-02-2017,18-02-2017,37,Distributor,NZD,AXW291,44,13,10,"1,098.80",879.04,"10,988.00",,,
SO - 0003066,08-02-2017,24-02-2017,38,Wholesale,NZD,AXW291,41,11,12,180.90,117.59,"2,170.80",,,
SO - 0004179,08-02-2017,23-02-2017,48,Distributor,AUD,AXW291,28,2,11,"3,289.70","1,348.78","36,186.70",,,
SO - 0007133,08-02-2017,11-02-2017,1,Wholesale,USD,AXW291,99,5,8,"1,226.10",956.36,"9,808.80",,,
SO - 0007242,08-02-2017,13-02-2017,39,Wholesale,AUD,AXW291,81,7,12,"1,239.50",805.68,"14,874.00",,,
SO - 0007526,08-02-2017,12-02-2017,43,Wholesale,USD,AXW291,70,1,11,"5,246.10","3,042.74","57,707.10",,,
SO - 0001162,09-02-2017,18-02-2017,25,Export,NZD,AXW291,42,7,6,"6,331.50","2,532.60","37,989.00",,,
SO - 0002309,09-02-2017,26-02-2017,27,Wholesale,AUD,AXW291,74,2,12,"1,078.70",733.52,"12,944.40",,,
SO - 0002850,09-02-2017,12-02-2017,28,Wholesale,AUD,AXW291,28,1,12,"3,899.40","2,261.65","46,792.80",,,
SO - 0006973,09-02-2017,27-02-2017,3,Wholesale,NZD,AXW291,36,3,12,"1,132.30",849.23,"13,587.60",,,
SO - 0007549,09-02-2017,15-02-2017,44,Wholesale,NZD,AXW291,44,5,9,817.40,531.31,"7,356.60",,,
SO - 0001584,10-02-2017,15-02-2017,11,Export,AUD,AXW291,95,14,8,187.60,78.79,"1,500.80",,,
SO - 0003636,10-02-2017,27-02-2017,30,Wholesale,EUR,AXW291,13,11,11,"1,822.40","1,530.82","20,046.40",,,
SO - 0004707,10-02-2017,24-02-2017,11,Export,USD,AXW291,65,13,9,"1,085.40",716.36,"9,768.60",,,
SO - 0004809,10-02-2017,23-02-2017,9,Wholesale,GBP,AXW291,35,13,12,"2,385.20","1,311.86","28,622.40",,,
SO - 0005544,10-02-2017,26-02-2017,23,Wholesale,USD,AXW291,11,7,11,"5,788.80","4,457.38","63,676.80",,,
SO - 0006144,10-02-2017,20-02-2017,50,Wholesale,NZD,AXW291,19,6,8,"2,345.00","1,735.30","18,760.00",,,
SO - 0007214,10-02-2017,20-02-2017,29,Distributor,USD,AXW291,8,8,8,"1,929.60","1,196.35","15,436.80",,,
SO - 0007852,10-02-2017,15-02-2017,3,Wholesale,NZD,AXW291,44,2,9,"1,956.40","1,604.25","17,607.60",,,
SO - 0007898,10-02-2017,25-02-2017,32,Wholesale,USD,AXW291,96,6,6,261.30,104.52,"1,567.80",,,
SO - 000725,11-02-2017,14-02-2017,26,Wholesale,EUR,AXW291,55,12,9,"2,512.50","1,658.25","22,612.50",,,
SO - 0001060,11-02-2017,20-02-2017,4,Wholesale,NZD,AXW291,50,9,12,"1,139.00",740.35,"13,668.00",,,
SO - 0005348,11-02-2017,16-02-2017,32,Export,NZD,AXW291,98,11,5,"1,192.60",477.04,"5,963.00",,,
SO - 0007196,11-02-2017,15-02-2017,48,Export,USD,AXW291,22,12,7,174.20,128.91,"1,219.40",,,
SO - 0007814,11-02-2017,20-02-2017,43,Distributor,NZD,AXW291,38,7,9,"6,338.20","3,993.07","57,043.80",,,
SO - 0001176,12-02-2017,21-02-2017,50,Distributor,NZD,AXW291,40,1,9,234.50,161.81,"2,110.50",,,
SO - 0001475,12-02-2017,24-02-2017,16,Wholesale,USD,AXW291,29,1,8,"1,306.50",940.68,"10,452.00",,,
SO - 0003293,12-02-2017,19-02-2017,15,Wholesale,AUD,AXW291,51,13,9,"3,618.00","2,858.22","32,562.00",,,
SO - 0003713,12-02-2017,28-02-2017,27,Wholesale,EUR,AXW291,14,1,6,"3,999.90","2,279.94","23,999.40",,,
SO - 0005703,12-02-2017,22-02-2017,10,Wholesale,NZD,AXW291,52,13,9,"1,078.70",571.71,"9,708.30",,,
SO - 0006114,12-02-2017,01-03-2017,27,Wholesale,EUR,AXW291,97,5,5,"3,953.00","3,360.05","19,765.00",,,
SO - 0006193,12-02-2017,19-02-2017,18,Distributor,USD,AXW291,56,5,10,"3,999.90","2,679.93","39,999.00",,,
SO - 000663,13-02-2017,25-02-2017,32,Wholesale,AUD,AXW291,91,1,11,971.50,592.62,"10,686.50",,,
SO - 0002379,13-02-2017,17-02-2017,39,Wholesale,GBP,AXW291,66,6,5,"3,999.90","2,519.94","19,999.50",,,
SO - 0003370,13-02-2017,19-02-2017,26,Distributor,NZD,AXW291,45,2,10,"1,835.80","1,523.71","18,358.00",,,
SO - 0003858,13-02-2017,18-02-2017,27,Export,USD,AXW291,70,2,12,"3,644.80","2,842.94","43,737.60",,,
SO - 0005639,13-02-2017,20-02-2017,1,Export,USD,AXW291,7,3,5,227.80,186.80,"1,139.00",,,
SO - 0006636,13-02-2017,24-02-2017,40,Distributor,NZD,AXW291,76,5,7,241.20,178.49,"1,688.40",,,
SO - 0007447,13-02-2017,17-02-2017,15,Distributor,NZD,AXW291,71,9,9,"5,071.90","4,311.12","45,647.10",,,
SO - 0002732,14-02-2017,22-02-2017,23,Distributor,NZD,AXW291,50,13,8,"2,546.00","2,062.26","20,368.00",,,
SO - 0003117,14-02-2017,03-03-2017,49,Distributor,USD,AXW291,16,5,7,"6,438.70","4,120.77","45,070.90",,,
SO - 0004490,14-02-2017,27-02-2017,18,Distributor,NZD,AXW291,23,13,5,"3,095.40","2,631.09","15,477.00",,,
SO - 0004541,14-02-2017,28-02-2017,4,Wholesale,NZD,AXW291,33,1,10,"1,782.20","1,069.32","17,822.00",,,
SO - 0005324,14-02-2017,24-02-2017,50,Wholesale,NZD,AXW291,79,2,5,971.50,641.19,"4,857.50",,,
SO - 0005410,14-02-2017,20-02-2017,40,Wholesale,NZD,AXW291,6,9,11,"5,045.10","3,279.32","55,496.10",,,
SO - 0005478,14-02-2017,23-02-2017,8,Export,USD,AXW291,52,1,10,"1,031.80",453.99,"10,318.00",,,
SO - 0005850,14-02-2017,04-03-2017,3,Export,EUR,AXW291,76,13,8,"3,919.50","2,665.26","31,356.00",,,
SO - 0005989,14-02-2017,17-02-2017,35,Distributor,NZD,AXW291,81,1,6,864.30,380.29,"5,185.80",,,
SO - 0007424,14-02-2017,27-02-2017,6,Wholesale,NZD,AXW291,33,7,7,730.30,496.60,"5,112.10",,,
SO - 0007677,14-02-2017,04-03-2017,10,Wholesale,USD,AXW291,98,1,11,998.30,419.29,"10,981.30",,,
SO - 000969,15-02-2017,04-03-2017,33,Wholesale,USD,AXW291,81,1,12,"2,284.70","1,713.53","27,416.40",,,
SO - 0004264,15-02-2017,20-02-2017,17,Wholesale,EUR,AXW291,68,5,12,"3,865.90","1,739.66","46,390.80",,,
SO - 0005254,15-02-2017,27-02-2017,35,Wholesale,NZD,AXW291,91,10,6,"1,969.80","1,181.88","11,818.80",,,
SO - 0007985,15-02-2017,24-02-2017,7,Distributor,NZD,AXW291,88,9,8,884.40,512.95,"7,075.20",,,
SO - 0008008,15-02-2017,01-03-2017,25,Wholesale,NZD,AXW291,42,1,11,"6,210.90","3,540.21","68,319.90",,,
SO - 000625,16-02-2017,02-03-2017,39,Wholesale,AUD,AXW291,13,7,5,"1,882.70","1,430.85","9,413.50",,,
SO - 000801,16-02-2017,21-02-2017,33,Wholesale,NZD,AXW291,96,2,5,"1,065.30",671.14,"5,326.50",,,
SO - 0002933,16-02-2017,25-02-2017,40,Distributor,NZD,AXW291,80,1,6,180.90,151.96,"1,085.40",,,
SO - 0003533,16-02-2017,21-02-2017,5,Distributor,NZD,AXW291,70,11,12,884.40,725.21,"10,612.80",,,
SO - 0004466,16-02-2017,02-03-2017,10,Wholesale,NZD,AXW291,41,9,8,174.20,85.36,"1,393.60",,,
SO - 0006673,16-02-2017,04-03-2017,32,Wholesale,USD,AXW291,2,7,5,"2,599.60","1,637.75","12,998.00",,,
SO - 000799,17-02-2017,02-03-2017,13,Wholesale,USD,AXW291,17,7,11,"3,832.40","2,835.98","42,156.40",,,
SO - 0001183,17-02-2017,23-02-2017,45,Distributor,NZD,AXW291,17,7,8,"3,979.80","2,865.46","31,838.40",,,
SO - 0001224,17-02-2017,25-02-2017,42,Wholesale,NZD,AXW291,51,5,8,"2,492.40","1,370.82","19,939.20",,,
SO - 0002407,17-02-2017,25-02-2017,12,Wholesale,AUD,AXW291,41,7,9,227.80,179.96,"2,050.20",,,
SO - 0002925,17-02-2017,24-02-2017,7,Distributor,USD,AXW291,11,5,9,"5,172.40","3,103.44","46,551.60",,,
SO - 0003100,17-02-2017,26-02-2017,45,Export,EUR,AXW291,28,12,5,"3,886.00","3,108.80","19,430.00",,,
SO - 0004350,17-02-2017,02-03-2017,41,Distributor,NZD,AXW291,65,13,6,"1,125.60",607.82,"6,753.60",,,
SO - 0004730,17-02-2017,03-03-2017,45,Export,USD,AXW291,85,2,7,"1,855.90",760.92,"12,991.30",,,
SO - 0004827,17-02-2017,01-03-2017,14,Distributor,GBP,AXW291,50,11,11,180.90,123.01,"1,989.90",,,
SO - 0005417,17-02-2017,05-03-2017,24,Wholesale,USD,AXW291,19,11,10,"3,953.00","2,411.33","39,530.00",,,
SO - 0005790,17-02-2017,24-02-2017,5,Wholesale,NZD,AXW291,90,7,5,"2,371.80","1,565.39","11,859.00",,,
SO - 0006971,17-02-2017,28-02-2017,20,Wholesale,NZD,AXW291,38,2,10,221.10,119.39,"2,211.00",,,
SO - 000111,18-02-2017,06-03-2017,21,Export,USD,AXW291,33,1,12,201.00,124.62,"2,412.00",,,
SO - 000267,18-02-2017,22-02-2017,16,Wholesale,USD,AXW291,78,13,6,"1,005.00",502.50,"6,030.00",,,
SO - 000838,18-02-2017,28-02-2017,3,Distributor,NZD,AXW291,22,11,8,"1,809.00","1,465.29","14,472.00",,,
SO - 0002259,18-02-2017,04-03-2017,2,Wholesale,USD,AXW291,45,11,12,"1,031.80",433.36,"12,381.60",,,
SO - 0003714,18-02-2017,06-03-2017,32,Distributor,USD,AXW291,24,2,11,"1,192.60",536.67,"13,118.60",,,
SO - 0003802,18-02-2017,23-02-2017,24,Wholesale,USD,AXW291,88,2,9,877.70,438.85,"7,899.30",,,
SO - 0004306,18-02-2017,23-02-2017,29,Distributor,USD,AXW291,62,2,7,"2,499.10","1,024.63","17,493.70",,,
SO - 0004457,18-02-2017,23-02-2017,17,Distributor,USD,AXW291,38,1,6,"1,835.80","1,413.57","11,014.80",,,
SO - 0004480,18-02-2017,27-02-2017,10,Wholesale,NZD,AXW291,39,7,7,"3,946.30","2,920.26","27,624.10",,,
SO - 0004875,18-02-2017,22-02-2017,39,Wholesale,AUD,AXW291,87,7,11,268.00,131.32,"2,948.00",,,
SO - 0006191,18-02-2017,01-03-2017,2,Wholesale,USD,AXW291,59,6,9,"1,105.50",807.02,"9,949.50",,,
SO - 0006976,18-02-2017,22-02-2017,14,Wholesale,NZD,AXW291,94,7,9,"5,293.00","3,334.59","47,637.00",,,
SO - 0007439,18-02-2017,08-03-2017,9,Distributor,AUD,AXW291,52,8,5,"3,028.40","1,907.89","15,142.00",,,
SO - 0007979,18-02-2017,04-03-2017,44,Distributor,EUR,AXW291,34,7,7,"6,398.50","4,542.94","44,789.50",,,
SO - 000150,19-02-2017,07-03-2017,20,Wholesale,USD,AXW291,87,5,5,"3,638.10","1,455.24","18,190.50",,,
SO - 0001059,19-02-2017,07-03-2017,16,Wholesale,GBP,AXW291,26,1,11,167.50,123.95,"1,842.50",,,
SO - 0002017,19-02-2017,23-02-2017,45,Wholesale,USD,AXW291,26,5,9,"1,031.80",412.72,"9,286.20",,,
SO - 0002995,19-02-2017,24-02-2017,16,Distributor,GBP,AXW291,18,9,10,"1,936.30",929.42,"19,363.00",,,
SO - 0005244,19-02-2017,08-03-2017,43,Wholesale,NZD,AXW291,35,1,10,"1,038.50",737.34,"10,385.00",,,
SO - 0006516,19-02-2017,04-03-2017,6,Distributor,NZD,AXW291,1,11,6,"1,956.40","1,447.74","11,738.40",,,
SO - 0006580,19-02-2017,07-03-2017,26,Distributor,USD,AXW291,75,11,8,"2,881.00","2,189.56","23,048.00",,,
SO - 0007195,19-02-2017,09-03-2017,25,Export,NZD,AXW291,85,13,6,864.30,726.01,"5,185.80",,,
SO - 0007423,19-02-2017,24-02-2017,49,Distributor,USD,AXW291,28,11,7,857.60,445.95,"6,003.20",,,
SO - 0007613,19-02-2017,09-03-2017,32,Distributor,GBP,AXW291,71,13,6,268.00,152.76,"1,608.00",,,
SO - 0001321,20-02-2017,10-03-2017,29,Wholesale,NZD,AXW291,41,5,6,"2,412.00","2,001.96","14,472.00",,,
SO - 0001660,20-02-2017,10-03-2017,45,Distributor,USD,AXW291,82,11,6,"1,058.60",719.85,"6,351.60",,,
SO - 0006677,20-02-2017,06-03-2017,18,Wholesale,NZD,AXW291,75,1,9,958.10,699.41,"8,622.90",,,
SO - 000343,21-02-2017,07-03-2017,35,Wholesale,AUD,AXW291,44,1,11,"6,391.80","4,793.85","70,309.80",,,
SO - 0003430,21-02-2017,07-03-2017,24,Wholesale,USD,AXW291,8,2,8,"1,782.20","1,354.47","14,257.60",,,
SO - 0005566,21-02-2017,05-03-2017,1,Distributor,USD,AXW291,42,10,8,174.20,142.84,"1,393.60",,,
SO - 0006014,21-02-2017,01-03-2017,26,Distributor,NZD,AXW291,34,11,7,180.90,86.83,"1,266.30",,,
SO - 0006954,21-02-2017,05-03-2017,39,Distributor,AUD,AXW291,72,5,8,978.20,616.27,"7,825.60",,,
SO - 0007510,21-02-2017,07-03-2017,33,Wholesale,USD,AXW291,32,9,9,"3,035.10","1,335.44","27,315.90",,,
SO - 0001449,22-02-2017,06-03-2017,11,Wholesale,EUR,AXW291,80,13,6,"6,532.50","5,487.30","39,195.00",,,
SO - 0001754,22-02-2017,02-03-2017,45,Distributor,NZD,AXW291,16,11,11,"1,159.10",904.10,"12,750.10",,,
SO - 0006578,22-02-2017,28-02-2017,28,Wholesale,USD,AXW291,60,9,10,"1,072.00",761.12,"10,720.00",,,
SO - 0007992,22-02-2017,05-03-2017,18,Export,AUD,AXW291,96,8,12,"1,983.20","1,566.73","23,798.40",,,
SO - 0008012,22-02-2017,02-03-2017,38,Distributor,NZD,AXW291,25,6,8,"1,802.30","1,117.43","14,418.40",,,
SO - 0008043,22-02-2017,28-02-2017,25,Wholesale,AUD,AXW291,94,2,8,268.00,142.04,"2,144.00",,,
SO - 000548,23-02-2017,26-02-2017,31,Wholesale,USD,AXW291,12,1,10,207.70,135.01,"2,077.00",,,
SO - 0001615,23-02-2017,04-03-2017,47,Wholesale,NZD,AXW291,99,5,9,"3,577.80","1,431.12","32,200.20",,,
SO - 0001911,23-02-2017,05-03-2017,43,Distributor,USD,AXW291,64,13,5,"2,579.50","1,625.09","12,897.50",,,
SO - 0002751,23-02-2017,27-02-2017,1,Wholesale,USD,AXW291,60,5,7,944.70,547.93,"6,612.90",,,
SO - 0003993,23-02-2017,03-03-2017,13,Wholesale,USD,AXW291,91,11,12,"3,825.70","2,907.53","45,908.40",,,
SO - 0005438,23-02-2017,01-03-2017,37,Distributor,USD,AXW291,58,5,6,944.70,699.08,"5,668.20",,,
SO - 0007902,23-02-2017,11-03-2017,37,Distributor,NZD,AXW291,25,5,10,"5,299.70","3,444.81","52,997.00",,,
SO - 000402,24-02-2017,01-03-2017,43,Distributor,USD,AXW291,87,1,7,"3,993.20","3,234.49","27,952.40",,,
SO - 0001117,24-02-2017,04-03-2017,11,Wholesale,USD,AXW291,8,7,12,"3,953.00","2,964.75","47,436.00",,,
SO - 0002341,24-02-2017,02-03-2017,38,Distributor,NZD,AXW291,44,9,8,227.80,104.79,"1,822.40",,,
SO - 0005020,24-02-2017,03-03-2017,21,Distributor,USD,AXW291,76,11,8,884.40,548.33,"7,075.20",,,
SO - 0005107,24-02-2017,09-03-2017,7,Distributor,EUR,AXW291,25,8,10,"1,045.20",501.70,"10,452.00",,,
SO - 0005318,24-02-2017,03-03-2017,9,Distributor,NZD,AXW291,38,1,6,"1,085.40",445.01,"6,512.40",,,
SO - 0006061,24-02-2017,13-03-2017,7,Wholesale,AUD,AXW291,40,2,7,"3,845.80","2,768.98","26,920.60",,,
SO - 0006479,24-02-2017,06-03-2017,48,Distributor,NZD,AXW291,53,13,11,268.00,112.56,"2,948.00",,,
SO - 0007959,24-02-2017,08-03-2017,48,Export,USD,AXW291,28,8,6,"2,378.50","1,522.24","14,271.00",,,
SO - 0001024,25-02-2017,02-03-2017,40,Wholesale,USD,AXW291,59,2,12,"3,530.90","2,577.56","42,370.80",,,
SO - 0001772,25-02-2017,02-03-2017,32,Wholesale,NZD,AXW291,21,5,10,"1,118.90",503.51,"11,189.00",,,
SO - 0003067,25-02-2017,09-03-2017,3,Wholesale,AUD,AXW291,8,7,6,"1,038.50",467.33,"6,231.00",,,
SO - 0004773,25-02-2017,12-03-2017,34,Distributor,USD,AXW291,90,5,8,"1,862.60","1,229.32","14,900.80",,,
SO - 0006192,25-02-2017,14-03-2017,28,Export,NZD,AXW291,12,13,7,"2,458.90","1,032.74","17,212.30",,,
SO - 0008005,25-02-2017,14-03-2017,29,Distributor,NZD,AXW291,66,7,11,"2,847.50","1,395.28","31,322.50",,,
SO - 0001121,26-02-2017,15-03-2017,31,Distributor,NZD,AXW291,91,1,6,"6,117.10","4,343.14","36,702.60",,,
SO - 0001160,26-02-2017,09-03-2017,41,Distributor,NZD,AXW291,24,3,5,"3,819.00","3,055.20","19,095.00",,,
SO - 0002442,26-02-2017,05-03-2017,18,Distributor,GBP,AXW291,95,2,9,"2,304.80","1,936.03","20,743.20",,,
SO - 0002809,26-02-2017,07-03-2017,48,Wholesale,USD,AXW291,85,13,6,"1,809.00",922.59,"10,854.00",,,
SO - 0003361,26-02-2017,11-03-2017,50,Export,EUR,AXW291,45,7,12,"3,953.00","3,241.46","47,436.00",,,
SO - 0004793,26-02-2017,02-03-2017,11,Distributor,GBP,AXW291,50,1,12,"1,795.60",897.80,"21,547.20",,,
SO - 0006871,26-02-2017,08-03-2017,25,Wholesale,AUD,AXW291,77,12,10,"1,132.30",690.70,"11,323.00",,,
SO - 0007359,26-02-2017,05-03-2017,42,Wholesale,AUD,AXW291,84,1,9,"2,793.90","2,039.55","25,145.10",,,
SO - 000123,27-02-2017,05-03-2017,40,Distributor,GBP,AXW291,39,13,6,"3,979.80","3,064.45","23,878.80",,,
SO - 000886,27-02-2017,03-03-2017,8,Distributor,NZD,AXW291,20,11,10,"1,219.40",951.13,"12,194.00",,,
SO - 0001382,27-02-2017,02-03-2017,39,Distributor,USD,AXW291,33,7,6,"3,899.40","2,417.63","23,396.40",,,
SO - 0001815,27-02-2017,14-03-2017,8,Wholesale,GBP,AXW291,42,1,9,"1,125.60",821.69,"10,130.40",,,
SO - 0002426,27-02-2017,06-03-2017,21,Distributor,GBP,AXW291,16,11,11,268.00,227.80,"2,948.00",,,
SO - 0003625,27-02-2017,07-03-2017,29,Wholesale,NZD,AXW291,62,7,10,"1,038.50",841.19,"10,385.00",,,
SO - 0005271,27-02-2017,06-03-2017,44,Wholesale,AUD,AXW291,10,7,11,"1,701.80","1,276.35","18,719.80",,,
SO - 0007894,27-02-2017,09-03-2017,29,Distributor,NZD,AXW291,21,7,9,"1,125.60",866.71,"10,130.40",,,
SO - 000664,28-02-2017,06-03-2017,42,Wholesale,USD,AXW291,70,9,10,"1,118.90",727.29,"11,189.00",,,
SO - 000888,28-02-2017,04-03-2017,50,Wholesale,NZD,AXW291,51,7,11,174.20,80.13,"1,916.20",,,
SO - 0001586,28-02-2017,18-03-2017,43,Distributor,USD,AXW291,19,12,11,"3,912.80","3,091.11","43,040.80",,,
SO - 0001617,28-02-2017,13-03-2017,4,Wholesale,NZD,AXW291,100,3,8,247.90,99.16,"1,983.20",,,
SO - 0001623,28-02-2017,03-03-2017,21,Export,AUD,AXW291,48,2,12,"5,239.40","2,619.70","62,872.80",,,
SO - 0002188,28-02-2017,17-03-2017,13,Wholesale,GBP,AXW291,1,9,11,194.30,126.30,"2,137.30",,,
SO - 0005900,28-02-2017,09-03-2017,5,Distributor,NZD,AXW291,43,11,6,"5,936.20","2,849.38","35,617.20",,,
SO - 0006610,28-02-2017,13-03-2017,26,Wholesale,USD,AXW291,29,5,10,"1,105.50",795.96,"11,055.00",,,
SO - 0006656,28-02-2017,08-03-2017,19,Wholesale,NZD,AXW291,76,12,8,844.20,641.59,"6,753.60",,,
SO - 0007202,28-02-2017,18-03-2017,19,Wholesale,NZD,AXW291,90,11,9,911.20,583.17,"8,200.80",,,
SO - 0007723,28-02-2017,06-03-2017,50,Wholesale,NZD,AXW291,83,13,8,"2,854.20","1,712.52","22,833.60",,,
SO - 000196,01-03-2017,18-03-2017,5,Export,NZD,AXW291,18,7,9,187.60,144.45,"1,688.40",,,
SO - 0001376,01-03-2017,16-03-2017,20,Wholesale,USD,AXW291,11,7,12,"3,939.60","1,575.84","47,275.20",,,
SO - 0002265,01-03-2017,18-03-2017,33,Wholesale,AUD,AXW291,2,7,11,"1,078.70",528.56,"11,865.70",,,
SO - 0002393,01-03-2017,09-03-2017,46,Distributor,NZD,AXW291,16,11,7,"2,331.60","1,841.96","16,321.20",,,
SO - 0002828,01-03-2017,10-03-2017,1,Wholesale,USD,AXW291,38,7,9,"1,956.40",860.82,"17,607.60",,,
SO - 0004011,01-03-2017,15-03-2017,13,Wholesale,NZD,AXW291,19,7,6,884.40,689.83,"5,306.40",,,
SO - 0004209,01-03-2017,09-03-2017,44,Wholesale,AUD,AXW291,98,5,10,"3,899.40","2,924.55","38,994.00",,,
SO - 0004220,01-03-2017,10-03-2017,33,Export,USD,AXW291,88,2,7,"2,673.30","1,122.79","18,713.10",,,
SO - 0004964,01-03-2017,12-03-2017,5,Export,AUD,AXW291,59,13,5,"6,164.00","4,129.88","30,820.00",,,
SO - 0005255,01-03-2017,13-03-2017,13,Wholesale,USD,AXW291,73,1,5,"1,929.60","1,485.79","9,648.00",,,
